Hackerspace,Hackerspace#,Country,State,City,Website,Date-of-founding,Hackerspace-status,data-sort-value,
Ocean State Maker Mill,Ocean State Maker Mill,United States of America,Rhode Island,Pawtucket,http://www.oceanstatemakermill.org/,1 November 2014,active,2456962.5,
Tüftelstube,Tüftelstube,Germany,Mecklenburg-Vorpommern,Neustrelitz,http://tueftelstube.de/,1 November 2014,planned,2456962.5,
Bloomington-Normal Hackerspace,Bloomington-Normal Hackerspace,United States of America,Illinois,Bloomington-Normal,http://www.meetup.com/BN-Hackerspace/,2 November 2014,building,2456963.5,
Kodmården,Kodmården,Sweden,Värmland,Karlstad,http://serv1.kodmarden.kau.se,7 November 2014,building,2456968.5,
Catalyst Space,Catalyst Space,United States of America,Pennsylvania,Altoona,http://www.catalystspace.org/,1 December 2014,active,2456992.5,
The Out Of Band,The Out Of Band,United States of America,California,Oakland,https://oob.systems/,1 December 2014,building,2456992.5,
Opensource Makerspace,Opensource Makerspace,China,Guangdong,Shenzhen,http://www.opensourcemakerspace.com,5 December 2014,active,2456996.5,
Makers Hive,Makers Hive,India,Andhra Pradesh,RAMACHANDRAPURAM,http://www.makershive.org,23 December 2014,active,2457014.5,
Hackerspace Djerba,Hackerspace Djerba,Tunisia,Djerba,Ajim,http://www.hsd.tn/,1 January 2015,planned,2457023.5,
HackAmsterdam,HackAmsterdam,Netherlands,,Amsterdam,,1 January 2015,planned,2457023.5,
SnoCo Makerspace,SnoCo Makerspace,United States of America,Washington,Everett,http://snocomakers.com/,1 January 2015,active,2457023.5,
Portsaid hacker space,Portsaid hacker space,Egypt,Port Said,Port Said,,1 January 2015,active,2457023.5,
Make for All,Make for All,United States of America,Minnesota,St Paul,,1 January 2015,,2457023.5,
Sheffield Hardware Hackers and Makers,Sheffield Hardware Hackers and Makers,United Kingdom,South Yorkshire,Sheffield,http://www.sheffieldhardwarehackers.org.uk/,1 January 2015,active,2457023.5,
Powdersville Coders,Powdersville Coders,United States of America,South Carolina,Easley,http://www.pvcoders.org/,5 January 2015,active,2457027.5,
SparkCC,SparkCC,Australia,New South Wales,Gosford,http://www.sparkcc.org/,7 January 2015,active,2457029.5,
"Makerspaces Mackay, Inc.","Makerspaces Mackay, Inc.",Australia,Queensland,Mackay,http://www.msmky.org/,19 January 2015,active,2457041.5,
MAKE Santa Fe,MAKE Santa Fe,United States of America,New Mexico,Santa Fe,https://makesantafe.org/,22 January 2015,active,2457044.5,
Kamloopsmakerspace,Kamloopsmakerspace,Canada,British Columbia,Kamloops,http://kamloopsmakerspace.com/,26 January 2015,active,2457048.5,
Columbiasc,Columbiasc,United States of America,South Carolina,Columbia,,28 January 2015,building,2457050.5,
Pardubice Hackerspace,Pardubice Hackerspace,Czech Republic,,Pardubice,http://hackerspacepardubice.cz/,29 January 2015,active,2457051.5,
Meerut Maker Space,Meerut Maker Space,India,Utter Pradesh,Meerut,,1 February 2015,building,2457054.5,
Hackerspace-sobral,Hackerspace-sobral,Brazil,Ceará,Sobral,http://groups.google.com/group/hackerspace-sobral.,1 February 2015,planned,2457054.5,
Vector Space,Vector Space,United States of America,Virginia,Lynchburg,http://vector-space.org/,1 February 2015,active,2457054.5,
Hackerspace Los Angeles,Hackerspace Los Angeles,United States of America,California,Los Angeles,http://hackerspacela.org/,2 February 2015,active,2457055.5,
Hacklab Mikkeli,Hacklab Mikkeli,Finland,,Mikkeli,http://mikkeli.hacklab.fi/,19 February 2015,active,2457072.5,
Make:Bromyard,Make:Bromyard,United Kingdom,Herefordshire,Bromyard,http://www.makebromyard.org.uk/,23 February 2015,active,2457076.5,
Rondônia Hacker Space,Rondônia Hacker Space,Brazil,Rondônia,Santa Luzia d'Oeste,http://rondoniahacker.tk,25 February 2015,planned,2457078.5,
Milton Keynes Makerspace,Milton Keynes Makerspace,United Kingdom,Buckinghamshire,Milton Keynes,http://www.mkmakerspace.co.uk,1 March 2015,active,2457082.5,
Hacedores Makerspace,Hacedores Makerspace,Mexico,Distrito Federal,Mexico City,http://makerspace.hacedores.com,1 March 2015,active,2457082.5,
Pixa Hacker Clube,Pixa Hacker Clube,Brazil,Espirito Santo,Vitoria,http://pixahc.com.br,18 March 2015,active,2457099.5,
Garaj,Garaj,Turkey,,Istanbul,http://garaj.co,19 March 2015,active,2457100.5,
Analytics Lounge,Analytics Lounge,United States of America,Illinois,Chicago,http://www.analyticslounge.org/,25 March 2015,active,2457106.5,
Mittelab,Mittelab,Italy,Friuli Venezia Giulia,Trieste,http://www.mittelab.org,28 March 2015,active,2457109.5,
Tilda Center,Tilda Center,Serbia,Vojvodina,Novi Sad,http://tilda.center/,1 April 2015,active,2457113.5,
Hack Oldham,Hack Oldham,United Kingdom,Greater Manchester,Manchester,http://hackoldham.com,3 April 2015,active,2457115.5,
ANU Maker Club,ANU Maker Club,Australia,Australian Capital Territory,Canberra,http://anumaker.club,9 April 2015,active,2457121.5,
South Shore Makerspace,South Shore Makerspace,United States of America,Indiana,Michigan City,,11 April 2015,building,2457123.5,
Ideacter,Ideacter,United States of America,New York,New York City,http://www.fc-architect.com/#!machines/c1btx,15 April 2015,active,2457127.5,
Schaffenburg,Schaffenburg,Germany,Bavaria,Aschaffenburg,http://www.schaffenburg.org,16 April 2015,active,2457128.5,
Tesseract Point,Tesseract Point,United States of America,North Carolina,Fayetteville,http://www.tesseractpoint.com/,17 April 2015,active,2457129.5,
Embedded Society,Embedded Society,Romania,Timis,Timisoara,http://embeddedsociety.ro/,23 April 2015,building,2457135.5,
HackerspaceLA,HackerspaceLA,United States of America,California,SHERMAN OAKS,http://www.hackerspacela.org,30 April 2015,building,2457142.5,
Hackerspace Angers,Hackerspace Angers,France,,Angers,http://hackerspaceangers.noblogs.org/,1 May 2015,active,2457143.5,
HackE,HackE,Germany,Nordrhein-Westfalen,Witten,https://forum.hack-en.de,1 May 2015,building,2457143.5,
Rhyl Hackerspace,Rhyl Hackerspace,"Wales, UK",Denbighshire,Rhyl,http://RhylHackerSpace.org.uk,13 May 2015,building,2457155.5,
Lamda Space,Lamda Space,Greece,,Thessaloniki,https://www.lambdaspace.gr/,14 May 2015,active,2457156.5,
Mikrofabriken,Mikrofabriken,Sweden,,Gothenburg,http://www.mikrofabriken.se/,23 May 2015,active,2457165.5,
OpenLab Group,OpenLab Group,Switzerland,Ticino,Lamone - Lugano,http://www.openlabgroup.com,1 June 2015,active,2457174.5,
Maker Cube - Surrey Makerspace,Maker Cube - Surrey Makerspace,Canada,British Columbia,Surrey,https://makercube.ca,1 June 2015,active,2457174.5,
Rothesay,Rothesay,Canada,New Brunswick,Rothesay,,6 June 2015,planned,2457179.5,
Catskill Maker Syndicate,Catskill Maker Syndicate,United States of America,New York,Catskill,http://skillsyndicate.org,6 June 2015,active,2457179.5,
Chennai Makerspace,Chennai Makerspace,India,Tamil Nadu,Chennai,http://chennaimakerspace.com/,10 June 2015,active,2457183.5,
SherSec,SherSec,Canada,Quebec,Sherbrooke,http://SherSec.io,11 June 2015,planned,2457184.5,
ChaosStuff,ChaosStuff,Luxembourg,Luxembourg,Luxembourg City,http://chaosstuff.lu,11 June 2015,active,2457184.5,
Sunlab,Sunlab,France,IDF,Viroflay,http://mysunlab.org/,13 June 2015,active,2457186.5,
Calango hacker clube,Calango hacker clube,Brazil,Federal District,Brasilia,http://www.calango.club,15 June 2015,active,2457188.5,
Ekoparty hackerspace,Ekoparty hackerspace,Argentina,Buenos Aires,Ciudad Autonoma de Buenos Aires,,15 June 2015,building,2457188.5,
Makerbay,Makerbay,Hong Kong,Kowloon,Yau Tong,http://makerbay.org,21 June 2015,active,2457194.5,
Hamilton Hackerspace,Hamilton Hackerspace,Australia,Victoria,Hamilton,,25 June 2015,active,2457198.5,
Hacklab pipa,Hacklab pipa,Brazil,Rio Grande do Norte,"Tibau do Sul, Pipa",,1 July 2015,active,2457204.5,
Bureau.D,Bureau.D,Switzerland,Zürich,Dietikon,http://www.bureaud.ch,1 July 2015,active,2457204.5,
Laboratoire Ouvert Villeurbannais,Laboratoire Ouvert Villeurbannais,France,Auvergne-Rhône-Alpes,Villeurbanne,https://LaboVilleurbanne.fr/,17 July 2015,active,2457220.5,
Uxati,Uxati,Mexico,Michoacan,Patzcuaro,,1 August 2015,active,2457235.5,
Hacknsleep,Hacknsleep,United States of America,California,San Francisco,http://www.hacknsleep.com,1 August 2015,active,2457235.5,
42 HackerSpace,42 HackerSpace,Brazil,Santa Catarina,Florianópolis,http://42hs.org,4 August 2015,building,2457238.5,
Kuopio Hacklab,Kuopio Hacklab,Finland,,Kuopio,http://kuopio.hacklab.fi,6 August 2015,active,2457240.5,
Makerspace Randers,Makerspace Randers,Denmark,,Randers,,23 August 2015,active,2457257.5,
BKLP,BKLP,France,Ile de France,Montreuil,,24 August 2015,active,2457258.5,
Fab Lab Bariloche,Fab Lab Bariloche,Argentina,,Bariloche,https://facebook.com/fablabbrc,25 August 2015,active,2457259.5,
Pixelbar,Pixelbar,Netherlands,South of Holland,Rotterdam,https://www.pixelbar.nl,26 August 2015,active,2457260.5,
Kreitek,Kreitek,Spain,Santa Cruz de Tenerife,San Cristóbal de La Laguna,http://kreitek.org/,28 August 2015,active,2457262.5,
Carlisle HackerSpace,Carlisle HackerSpace,England UK,Cumbria,Carlisle,,1 September 2015,planned,2457266.5,
FabLab Neuenstadt,FabLab Neuenstadt,Germany,Baden-Württemberg,Neuenstadt,http://www.fablab-neuenstadt.de,1 September 2015,active,2457266.5,
Les Fabriqueurs,Les Fabriqueurs,France,,Malakoff,http://www.fabriqueurs.com/,1 September 2015,active,2457266.5,
Creator Makerspace,Creator Makerspace,Norway,,Stavanger,http://www.creator.no,1 September 2015,active,2457266.5,
Ko-Lab,Ko-Lab,Belgium,,Mechelen,http://www.ko-lab.be,2 September 2015,active,2457267.5,
See-base,See-base,Germany,Baden Württemberg,Überlingen,https://see-base.de,12 September 2015,active,2457277.5,
Industrial Commons,Industrial Commons,United States of America,Maryland,Hagerstown,http://www.industrialcommons.org,14 September 2015,active,2457279.5,
Knox Labs,Knox Labs,United States of America,Ohio,Mount Vernon,http://www.knoxlabs.org,18 September 2015,active,2457283.5,
Miskatonic Labs,Miskatonic Labs,,,,http://www.miskatoniclabs.com,18 September 2015,active,2457283.5,
Fablab Neckar-Alb,Fablab Neckar-Alb,Germany,Baden-Württemberg,Tübingen,https://www.fablab-neckar-alb.org/,22 September 2015,active,2457287.5,
Jack,Jack,France,Ile de France,Montreuil,http://jack.tf,1 October 2015,active,2457296.5,
TAPLab,TAPLab,New Zealand,,Auckland,http://www.meetup.com/TAPLab/,12 October 2015,building,2457307.5,
Digital Glarus,Digital Glarus,Switzerland,Glarus,Schwanden,http://www.digitalglarus.ch,13 October 2015,active,2457308.5,
Makers im Zigerschlitz,Makers im Zigerschlitz,Switzerland,Glarus,Schwanden,https://zigerschlitzmakers.ch,26 October 2015,active,2457321.5,
S.Y.M Playground,S.Y.M Playground,Malaysia,Kuala Lumpur,Kuala Lumpur,,28 October 2015,planned,2457323.5,
Manchester Makerspace,Manchester Makerspace,United States of America,New Hampshire,Manchester,http://manchestermakerspace.org,28 October 2015,active,2457323.5,
MakersBox,MakersBox,India,Delhi,New Delhi,http://www.makersbox.in,30 October 2015,active,2457325.5,
Synergy Mill,Synergy Mill,US,South Carolina,Greenville,http://www.synergymill.com,1 November 2015,building,2457327.5,
Makaz Place,Makaz Place,Australia,Queensland,Cairns,http://makazplace.com,15 November 2015,planned,2457341.5,
La Barhack,La Barhack,France,Basse Normandie,Saint-Lo,http://www.barhack.fr/,21 November 2015,active,2457347.5,
La Plata Make,La Plata Make,Argentina,Buenos Aires,La Plata,http://www.laplatamake.com.ar,25 November 2015,active,2457351.5,
Lüneburg,Lüneburg,Germany,Niedersachsen,Fablab Lueneburg,http://fablab-lueneburg.org/,28 November 2015,active,2457354.5,
Falcon eLibrary FabLab,Falcon eLibrary FabLab,Australia,Western Australia,Mandurah,,1 December 2015,planned,2457357.5,
Hackanoi,Hackanoi,Vietnam,Hanoi,Hanoi,http://hackanoi.com,1 December 2015,active,2457357.5,
Ylab,Ylab,Canada,Ontario,Richmond Hill,http://ylab.ca,1 December 2015,active,2457357.5,
Hackerspace-Wetzlar,Hackerspace-Wetzlar,Germany,Hessen,Wetzlar,http://www.Hackerspace-Wetzlar.de,1 December 2015,active,2457357.5,
Labka,Labka,Czech Republic,,Ostrava,https://labka.cz,1 December 2015,active,2457357.5,
Walkingrobot,Walkingrobot,Belgium,Antwerp,Deurne (Antwerp),http://lab.walkingrobot.be,10 December 2015,active,2457366.5,
Rockford MakerSpace,Rockford MakerSpace,United States of America,Illinois,Rockford,http://rockfordmaker.space,17 December 2015,building,2457373.5,
LabKraken,LabKraken,Norway,Oppland,Otta,http://bitkraken.no,26 December 2015,building,2457382.5,
Makers of murcia,Makers of murcia,Spain,Murcia,Murcia,http://makersofmurcia.org/,1 January 2016,active,2457388.5,
Open to Source Tech Zone,Open to Source Tech Zone,Canada,British Columbia,New Denver,http://opentosource.net,1 January 2016,active,2457388.5,
Coderbunker,Coderbunker,China,Shanghai,Shanghai,http://coderbunker.com,1 January 2016,active,2457388.5,
ICR3ATE,ICR3ATE,Netherlands,Gelderland,Wageningen,http://www.icr3ate.nl,1 January 2016,planned,2457388.5,
NWLA Makerspace,NWLA Makerspace,United States of America,Louisiana,Shreveport-Bossier,,1 January 2016,planned,2457388.5,
Fort Works,Fort Works,United States of America,Texas,Fort Worth,http://fort.works,1 January 2016,building,2457388.5,
Urbanacci co-living,Urbanacci co-living,United States of America,California,San Francisco,https://urbanacci.com,1 January 2016,active,2457388.5,
ETC Makerspace,ETC Makerspace,Canada,Saskatchewan,Saskatoon,http://sites.usask.ca/make/,11 January 2016,active,2457398.5,
STEAM Work Labs,STEAM Work Labs,United States of America,Ohio,Dayton,http://www.STEAMWorksLabs.com,15 January 2016,active,2457402.5,
Brunswick Hackerspace,Brunswick Hackerspace,United States of America,Maryland,Brunswick,http://brunswickhackerspace.com,1 February 2016,active,2457419.5,
Inventor Forge Maker Space,Inventor Forge Maker Space,United States of America,Missouri,Saint Charles,http://www.inventorforgemakerspace.org,1 February 2016,active,2457419.5,
Confluent,Confluent,United States of America,Washington,Richland,https://confluent.space,6 February 2016,active,2457424.5,
HacKNology,HacKNology,Germany,Baden-Württemberg,Constance,http://hacknology.de/,9 February 2016,active,2457427.5,
Fox.Build,Fox.Build,United States of America,Illinois,Saint Charles,http://www.fox.build,11 February 2016,active,2457429.5,
LED Alert,LED Alert,Sweden,,Gothenburg,http://ledalert.org/,20 February 2016,planned,2457438.5,
Schwerin,Schwerin,Germany,Mecklenburg-Vorpommern,Schwerin,http://hacklabor.de/,26 February 2016,active,2457444.5,
BioClub,BioClub,Japan,,Tokyo,http://www.bioclub.org/,3 March 2016,active,2457450.5,
Reforge Charleston,Reforge Charleston,United States of America,South Carolina,Charleston,https://www.reforge.io,3 March 2016,active,2457450.5,
MakerHQ Sacramento,MakerHQ Sacramento,United States of America,California,Sacramento,http://makerhq.org,25 March 2016,active,2457472.5,
Techné,Techné,Mexico,Michoacan,Patzcuaro,http://www.techne.space,1 April 2016,active,2457479.5,
Hackerspace San Salvador,Hackerspace San Salvador,El Salvador,San Salvador,San Salvador,http://hackerspace.teubi.co/,1 April 2016,active,2457479.5,
XHain,XHain,Germany,Berlin,Berlin,http://x-hain.de,15 April 2016,active,2457493.5,
Haxion,Haxion,United States of America,New Jersey,Middletown,http://haxion.space,18 April 2016,planned,2457496.5,
CommonsLab,CommonsLab,Greece,Crete,Heraklion,http://www.commonslab.gr,19 April 2016,active,2457497.5,
ATARI HACKERSPACE,ATARI HACKERSPACE,Ecuador,IMBABURA,IBARRA,https://sites.google.com/site/atarihackerspace/home,22 April 2016,active,2457500.5,
Qspace,Qspace,China,Beijing,Beijing,,23 April 2016,active,2457501.5,
Central Alberta Maker Space,Central Alberta Maker Space,CANADA,Alberta,Red Deer,,1 May 2016,building,2457509.5,
Lab rousse,Lab rousse,France,Creuse,Croze,http://www.lab-rousse.org,1 May 2016,active,2457509.5,
Kuckucksmühle,Kuckucksmühle,Germany,Brandenburg,Heiligengrabe,,1 May 2016,active,2457509.5,
Engenho Maker,Engenho Maker,Brazil,São Paulo,São Paulo,http://www.engenhomaker.com.br,2 May 2016,active,2457510.5,
Waterspace,Waterspace,Philippines,Negros Oriental,Dumaguete,http://www.facebook.com/WaterspaceIncubator/,7 May 2016,building,2457515.5,
Jkemc,Jkemc,Republic of Korea,,Seoul,http://www.toolparts.co.kr,19 May 2016,active,2457527.5,
Vspace.one,Vspace.one,Germany,Baden-Württemberg,Villingen-Schwenningen,http://vspace.one,14 June 2016,active,2457553.5,
Trouble Maker,Trouble Maker,China,Guangdong,Shenzhen,http://www.troublemaker.site,23 June 2016,active,2457562.5,
BGMakers,BGMakers,United States of America,Kentucky,Bowling Green,,25 June 2016,planned,2457564.5,
Hackerspace-Uri,Hackerspace-Uri,Switzerland,Uri,Altdorf,http://hackerspace-uri.ch,1 July 2016,active,2457570.5,
HackSLV,HackSLV,United States of America,Colorado,Crestone,http://www.hackslv.org,1 July 2016,active,2457570.5,
TecLab,TecLab,Guatemala,Guatemala,Guatemala,http://teclab.gt/,1 July 2016,active,2457570.5,
Cedar Valley Makers,Cedar Valley Makers,United States of America,Iowa,Waterloo,http://www.cedarvalleymakers.org/,11 July 2016,active,2457580.5,
Atelier Numérique Romorantin,Atelier Numérique Romorantin,France,Centre,Romorantin-Lanthenay,http://anr.adeti.org/,13 July 2016,active,2457582.5,
Carioca HackerSpace,Carioca HackerSpace,Brazil,Rio de Janeiro,Rio de Janeiro,http://www.cariocahackerspace.com.br,18 July 2016,active,2457587.5,
SPARK Makerlab,SPARK Makerlab,Estonia,Tartumaa,Tartu,http://www.makerlab.ee,20 July 2016,building,2457589.5,
Make Nashville,Make Nashville,United States of America,Tennessee,Nashville,http://makenashville.org,30 July 2016,active,2457599.5,
HackerspaceShinjuku,HackerspaceShinjuku,Japan,Tokyo,Shinjuku,http://4hacker.github.io/hackerhouse/hackerspace_shinjuku.html,1 August 2016,active,2457601.5,
Mandacaru Hackerspace,Mandacaru Hackerspace,Brazil,Bahia,Feira de Santana,http://mandacaruhs.com.br/,1 August 2016,active,2457601.5,
Lateral Lab,Lateral Lab,United States of America,Washington,Seattle,,9 August 2016,planned,2457609.5,
Elgazala HackerSpace,Elgazala HackerSpace,Tunisia,Tunisia,Ariana,https://ghazela-hackerspace.github.io/,20 September 2016,active,2457651.5,
Atx FACTORY,Atx FACTORY,United States of America,Texas,Austin,http://www.atxfactory.com/austin-coworking-space/,20 September 2016,active,2457651.5,
