Hackerspace,Hackerspace#,Country,State,City,Website,Date-of-founding,Hackerspace-status,data-sort-value,
FOI Open Systems and Security Lab,FOI Open Systems and Security Lab,Croatia,Croatia,Varazdin,,15 December 2011,active,2455910.5,
Hsmty,Hsmty,Mexico,Nuevo Leon,Monterrey,http://hsmty.org/,19 December 2011,active,2455914.5,
Fab Lab Egypt,Fab Lab Egypt,Egypt,Giza,Dokki,http://fablab-egypt.com,20 December 2011,active,2455915.5,
Cyberhippietotalism,Cyberhippietotalism,Spain,Lanzarote,Mala (Haria),http://totalism.org,23 December 2011,active,2455918.5,
Oosss.org,Oosss.org,United States of America,Florida,Orlando,http://oosss.org,30 December 2011,unknown,2455925.5,
"Black-Bird Artisan Hackers (Marlton, New Jersey)","Black-Bird Artisan Hackers (Marlton, New Jersey)",United States of America,New Jersey,Marlton,https://RandomBirds.com,31 December 2011,planned,2455926.5,
Voight-Kampff institute,Voight-Kampff institute,Spain,Barcelona,Barcelona,http://about.me/Voight.Kampff.institute,1 January 2012,building,2455927.5,
Raum 404,Raum 404,Germany,Bavaria,Pfaffenhofen,http://raum404.de,1 January 2012,reformatting,2455927.5,
Danbury Hackerspace,Danbury Hackerspace,United States of America,Connecticut,Danbury,http://www.danburyhackerspace.com,1 January 2012,active,2455927.5,
Salebarn,Salebarn,United States of America,Iowa,George,http://www.salebarn.com,1 January 2012,active,2455927.5,
Woelab,Woelab,Togo,,Lome,http://www.woelabo.com/,1 January 2012,active,2455927.5,
NOLAnode,NOLAnode,United States of America,Louisiana,New Orleans,,1 January 2012,building,2455927.5,
Connected Community HackerSpace,Connected Community HackerSpace,Australia,Victoria,Melbourne,http://www.hackmelbourne.org/,1 January 2012,active,2455927.5,
Technistub,Technistub,France,Alsace,Mulhouse,http://www.technistub.org,1 January 2012,active,2455927.5,
Sponge,Sponge,Romania,Bucharest,Bucharest,http://www.thesponge.eu,1 January 2012,active,2455927.5,
MakeHaven,MakeHaven,United States of America,Connecticut,New Haven,http://www.makehaven.org,1 January 2012,active,2455927.5,
Http://www.hackreduce.org/,Http://www.hackreduce.org/,United States of America,Massachusetts,Cambridge,http://www.hackreduce.org/,1 January 2012,active,2455927.5,
Open Lab Idaho,Open Lab Idaho,United States of America,Idaho,Garden City,http://www.openlabidaho.org,1 January 2012,building,2455927.5,
Alex Hackerspace,Alex Hackerspace,Egypt,Alexandria,Alexandria,http://www.alexhacker.com,1 January 2012,active,2455927.5,
Hypernoika,Hypernoika,,,,,1 January 2012,closed,2455927.5,
Adalab,Adalab,Italy,Veneto,Vicenza,http://www.ada-lab.it/,1 January 2012,closed,2455927.5,
Drogheda,Drogheda,Ireland,Leinster,,http://www.lightboxlab.ie,1 January 2012,active,2455927.5,
Tyfab,Tyfab,France,,Brest,http://tyfab.fr,1 January 2012,active,2455927.5,
Toronto Hackerspace,Toronto Hackerspace,Canada,Ontario,Toronto,,4 January 2012,unknown,2455930.5,
Hackerspace Jaragua,Hackerspace Jaragua,Brazil,Santa Catarina,Jaraguá do Sul,http://www.hackerspacejaragua.blogspot.com,5 January 2012,active,2455931.5,
Cassius Collective,Cassius Collective,United Kingdom,Scotland,Langholm,,5 January 2012,unknown,2455931.5,
TechKnow Lab - Brunswick Hackerspace,TechKnow Lab - Brunswick Hackerspace,United States of America,Georgia,Brunswick,http://techknowlab.us,5 January 2012,building,2455931.5,
Vaasa Hacklab,Vaasa Hacklab,Finland,,Vaasa,http://vaasa.hacklab.fi/,6 January 2012,active,2455932.5,
Brightwork CoResearch,Brightwork CoResearch,United States of America,Texas,Houston,http://Brightworkcoresearch.com,11 January 2012,planned,2455937.5,
Rogue Hack Lab,Rogue Hack Lab,United States of America,Oregon,"Medford, OR",http://roguehacklab.com/,12 January 2012,active,2455938.5,
Tesla Hacker Lab,Tesla Hacker Lab,Brazil,Pará,Belém,,12 January 2012,active,2455938.5,
HackCS,HackCS,Spain,Castellon,Castellon de la Plana,http://hackcs.org,13 January 2012,active,2455939.5,
DweebDen,DweebDen,United States of America,California,Sacramento,http://www.dweebden.org/,14 January 2012,closed,2455940.5,
TLHackerspace,TLHackerspace,United States of America,Florida,Tallahassee,,15 January 2012,planned,2455941.5,
Makerspace Anchorage,Makerspace Anchorage,United States of America,Alaska,Anchorage,http://www.meetup.com/anchorage-makers/,15 January 2012,planned,2455941.5,
Making Awesome,Making Awesome,United States of America,Florida,Tallahassee,http://www.makingawesome.org,15 January 2012,active,2455941.5,
OkayamaHackerSpace,OkayamaHackerSpace,Japan,Okayama,Okayama,http://okayamahs.web.fc2.com/index.html,16 January 2012,active,2455942.5,
Make.SI,Make.SI,United States of America,New York,Staten Island,http://make.si,17 January 2012,active,2455943.5,
University of Newcastle Makerspace,University of Newcastle Makerspace,Australia,New South Wales,Newcastle,http://makerspace.newcastlelug.org,20 January 2012,active,2455946.5,
AmberLab,AmberLab,Russian Federation,Kaliningradskaya,Kaliningrad,http://amberlab.org,22 January 2012,planned,2455948.5,
Mojave Makers,Mojave Makers,United States of America,California,Mojave,http://mojavemakers.org/,23 January 2012,active,2455949.5,
Ribbon Farm,Ribbon Farm,United States of America,Michigan,Detroit,http://ribbonfarm.org/,23 January 2012,active,2455949.5,
400Q,400Q,France,Rhône-Alpes,Chambéry,,24 January 2012,building,2455950.5,
TheSpace,TheSpace,India,Tamil Nadu,Chennai,http://hackden.feroze.in/,29 January 2012,building,2455955.5,
Cyprus Hackerspace,Cyprus Hackerspace,Cyprus,,Nicosia,,1 February 2012,planned,2455958.5,
Base Istanbul,Base Istanbul,Turkey,Istanbul,Istanbul,http://baseistanbul.org/,1 February 2012,closed,2455958.5,
Hackerspace Minsk,Hackerspace Minsk,Belarus,,Minsk,http://hackerspace.by/,1 February 2012,active,2455958.5,
Ruum42,Ruum42,Switzerland,St. Gallen,St. Gallen,http://ruum42.ch,1 February 2012,active,2455958.5,
Laboratoire Ouvert Ardèche-Drôme,Laboratoire Ouvert Ardèche-Drôme,France,Auvergne-Rhône-Alpes,Valence,http://l0ad.org,1 February 2012,active,2455958.5,
Erie Makerspace,Erie Makerspace,United States of America,Pennsylvania,Erie,http://eriemakerspace.com,1 February 2012,active,2455958.5,
HubCityLabs,HubCityLabs,Canada,New Brunswick,Moncton,http://hubcitylabs.org,4 February 2012,active,2455961.5,
Evoino Lab,Evoino Lab,Brazil,Mato Grosso,Cuiabá,http://www.usecoworking.com.br,5 February 2012,active,2455962.5,
Hacklab Belgrade,Hacklab Belgrade,Serbia,,Belgrade,http://oosm.org,11 February 2012,active,2455968.5,
Chelmsford Makerspace,Chelmsford Makerspace,United Kingdom,Essex,Chelmsford,http://www.chelmsfordmakerspace.co.uk,15 February 2012,active,2455972.5,
ToTally Fab Lab,ToTally Fab Lab,United States of America,Florida,Tallahassee,http://www.totallyfablab.com,15 February 2012,planned,2455972.5,
IstanbulHS,IstanbulHS,Turkey,Kadikoy,Istanbul,https://istanbulhs.org/,16 February 2012,active,2455973.5,
Pack 'o' Hackerz,Pack 'o' Hackerz,United States of America,Georgia,Vidalia,,17 February 2012,planned,2455974.5,
Emerald Coast Community of Makers,Emerald Coast Community of Makers,United States of America,Florida,Pensacola,http://www.eccmakers.com,18 February 2012,active,2455975.5,
Grundev,Grundev,Netherlands,Groningen,Groningen,,19 February 2012,building,2455976.5,
Lafayette Tech Labs,Lafayette Tech Labs,United States of America,Indiana,Lafayette,http://LafayetteTechLabs.org,19 February 2012,building,2455976.5,
Creative Solutions Central,Creative Solutions Central,United States of America,Tennessee,Kingsport,http://www.savingreality.com,23 February 2012,planned,2455980.5,
Makerspace Santiago,Makerspace Santiago,,,,http://stgomakerspace.com,1 March 2012,building,2455987.5,
ChattLab,ChattLab,United States of America,Tennessee,Chattanooga,http://www.chattlab.org/,1 March 2012,active,2455987.5,
Hackerspace.tn,Hackerspace.tn,Tunisia,Tunisia,,http://hackerspaces.tn,1 March 2012,active,2455987.5,
Bitraf,Bitraf,Norway,,Oslo,https://bitraf.no/,1 March 2012,active,2455987.5,
Wellington Makerspace,Wellington Makerspace,New Zealand,Wellington,Wellington,http://www.wellingtonmakerspace.com,1 March 2012,active,2455987.5,
HacroEvolution,HacroEvolution,United States of America,Kansas,Manhattan,http://www.hacroevolution.blogspot.com/,1 March 2012,active,2455987.5,
Nobreakspace,Nobreakspace,Germany,Schleswig-Holstein,Lübeck,https://www.chaotikum.org,1 March 2012,active,2455987.5,
HackerspaceBekasi,HackerspaceBekasi,Indonesia,West Java,Bekasi,http://hackerspacebekasi.org,1 March 2012,planned,2455987.5,
GarageLab,GarageLab,United States of America,Florida,Miami,http://www.garagelab.com,2 March 2012,planned,2455988.5,
RoboDojo,RoboDojo,Australia,New South Wales,Sydney,https://groups.google.com/d/forum/robodojo,5 March 2012,active,2455991.5,
Nerd Nights,Nerd Nights,United Kingdom,Guernsey,St Peter PortGuernsey,http://www.nerdnights.wordpress.com,5 March 2012,active,2455991.5,
Portcityhackerspace.org,Portcityhackerspace.org,United States of America,North Carolina,Wilmington,http://www.portcityhackerspace.org,7 March 2012,building,2455993.5,
South Side Hackerspace,South Side Hackerspace,United States of America,Illinois,Chicago,http://sshchicago.org,7 March 2012,active,2455993.5,
ICR (Iowa City/Cedar Rapids),ICR (Iowa City/Cedar Rapids),United States of America,Iowa,Iowa City,http://hackerspaceicr.org,7 March 2012,building,2455993.5,
Dt Hacks,Dt Hacks,United States of America,Minnesota,Rochester,,8 March 2012,building,2455994.5,
Hitchin Hackspace,Hitchin Hackspace,United Kingdom,Hertfordshire,Hitchin,http://hitchin.hackspace.org.uk,13 March 2012,building,2455999.5,
Lansing Makers Network,Lansing Makers Network,United States of America,Michigan,Lansing,http://www.lansingmakersnetwork.org/,14 March 2012,active,2456000.5,
SpaceSpace,SpaceSpace,United States of America,Florida,Melbourne,http://spacespace.info,14 March 2012,planned,2456000.5,
SmartLab aka dumbLab,SmartLab aka dumbLab,France,,Limoges,http://www.smartlab.re,15 March 2012,active,2456001.5,
Hacker Lab,Hacker Lab,United States of America,California,Sacramento,http://hackerlab.org,17 March 2012,active,2456003.5,
HackerSpace Philippines,HackerSpace Philippines,Philippines,Manila,Taguig,http://hackspace.ph,18 March 2012,building,2456004.5,
"Know Hacking,But no Hacking!","Know Hacking,But no Hacking!",India,Manipur,Imphal,https://arjunhackingstuff.wordpress.com,19 March 2012,active,2456005.5,
Nbsp,Nbsp,Germany,Schleswig-Holstein,Lübeck,https://www.chaotikum.org/,20 March 2012,active,2456006.5,
ProtoShed Community Workshop,ProtoShed Community Workshop,Canada,Newfoundland and Labrador,St. John's,http://protoshed.ca,20 March 2012,active,2456006.5,
Piel View Hackers,Piel View Hackers,United Kingdom,Cumbria,Barrow-in-Furness,http://octopuscollective.org,24 March 2012,active,2456010.5,
Red Mountain Makers,Red Mountain Makers,United States of America,Alabama,Birmingham,http://www.redmountainmakers.org,27 March 2012,active,2456013.5,
UrLab,UrLab,Belgium,Brussels,Brussels,http://urlab.be/,29 March 2012,active,2456015.5,
REPLIK8TR,REPLIK8TR,United States of America,Montana,Missoula,http://www.replik8tr.com,30 March 2012,active,2456016.5,
HackLab Almería,HackLab Almería,Spain,Almeria,Almeria,http://hacklabalmeria.net,30 March 2012,active,2456016.5,anterior
Syn Shop,Syn Shop,United States of America,Nevada,Henderson,https://synshop.org,1 April 2012,active,2456018.5,próximo
Realize,Realize,Belgium,Brussels,Brussels,http://www.microfactory.be,1 April 2012,active,2456018.5,
Ad Astra Labs,Ad Astra Labs,United States of America,Kansas,Topeka,http://www.adastralabs.org/,1 April 2012,building,2456018.5,
Ice hackerspace,Ice hackerspace,Belgium,Liège,Liege,,1 April 2012,building,2456018.5,
Chicken Road Labs,Chicken Road Labs,United States of America,Tennessee,Lebanon,http://www.chickenroadlabs.com,1 April 2012,active,2456018.5,
HackLab OB,HackLab OB,Mexico,Sonora,Obregon,,1 April 2012,planned,2456018.5,
Anno lab,Anno lab,Japan,Fukuoka,Fukuoka,http://annolab.com,2 April 2012,active,2456019.5,
FarsetLabs,FarsetLabs,United Kingdom,Antrim,Belfast,http://farsetlabs.org.uk,6 April 2012,active,2456023.5,
QHS,QHS,Syria,Homs,Al-Qaryatayn,,8 April 2012,active,2456025.5,
CreatorSpace,CreatorSpace,United States of America,Texas,Houston,http://www.creatorspace.org/,9 April 2012,active,2456026.5,
Stockholm Makerspace,Stockholm Makerspace,Sweden,,Stockholm,http://www.makerspace.se,10 April 2012,active,2456027.5,
GJ Makerspace,GJ Makerspace,United States of America,Colorado,Grand Junction,http://www.gjmakerspace.org/,13 April 2012,planned,2456030.5,
Foomatic,Foomatic,United States of America,Alabama,Montgomery,http://foomatic.org,14 April 2012,active,2456031.5,
Maker Kids,Maker Kids,Canada,Ontario,Toronto,http://www.makerkids.ca,19 April 2012,active,2456036.5,
LuaPlex,LuaPlex,Germany,Hamburg,Hamburg,,20 April 2012,closed,2456037.5,
The Make Space,The Make Space,United States of America,Pennsylvania,State College,https://themakespace.com,20 April 2012,active,2456037.5,
HaSGO,HaSGO,Italy,Friuli Venezia Giulia,Gorizia,http://www.hasgo.org,23 April 2012,closed,2456040.5,
Dona Esperança,Dona Esperança,Portugal,Leiria,Caldas da Rainha,http://www.donaesperanca.com,25 April 2012,closed,2456042.5,
CebuMakers,CebuMakers,Philippines,Cebu,Cebu City,http://www.meetup.com/CebuMakers,27 April 2012,planned,2456044.5,
Freegeek Little Rock,Freegeek Little Rock,United States of America,Arkansas,"Fayetteville, AR",http://www.freegeekarkansas.org,1 May 2012,active,2456048.5,
Pusat-Komputer-Masyarakat,Pusat-Komputer-Masyarakat,Indonesia,Central Java,Pekalongan,http://puskomas.web.id/,1 May 2012,active,2456048.5,
NODE-LAB,NODE-LAB,Japan,Aichi,Nagoya,http://www.node-lab.org/,1 May 2012,active,2456048.5,
Darlington,Darlington,United States of America,Utah,Midvale,http://thetransistor.com,1 May 2012,closed,2456048.5,
Http://www.garagelab.cc/,Http://www.garagelab.cc/,Argentina,Buenos Aires,Buenos Aires,http://www.garagelab.cc,1 May 2012,active,2456048.5,
Makerbar,Makerbar,United States of America,New Jersey,Hoboken,http://makerbar.com,1 May 2012,active,2456048.5,
NanjingMakerSpace,NanjingMakerSpace,China,Jiangsu,Nanjing,http://do-idea.org,1 May 2012,active,2456048.5,
Dlabs,Dlabs,Spain,Zaragoza,Zaragoza,http://www.dlabs.co,5 May 2012,active,2456052.5,
LA Makerspace,LA Makerspace,United States of America,California,Los Angeles,http://lamakerspace.com,5 May 2012,active,2456052.5,
Parachute Factory,Parachute Factory,United States of America,New Mexico,Las Vegas,http://parachutefactory.org/,5 May 2012,active,2456052.5,
Netz39,Netz39,Germany,Saxony-Anhalt,Magdeburg,http://www.netz39.de/,6 May 2012,active,2456053.5,
Hackerspace Medan,Hackerspace Medan,Indonesia,Sumatera Utara,Medan,http://hackerspacemedan.com,9 May 2012,planned,2456056.5,
Myjanky Protomake,Myjanky Protomake,United States of America,Texas,Arlington,http://www.myjanky.com,12 May 2012,planned,2456059.5,
Spring City Launchpad,Spring City Launchpad,United States of America,Wisconsin,Waukesha,http://springcitylaunchpad.org,12 May 2012,planned,2456059.5,
NewchuirchHS,NewchuirchHS,Germany,Saxony,Neukirchen,http://go-seven.de/?page_id=3348,16 May 2012,building,2456063.5,
Makersphere,Makersphere,United States of America,California,Palo Alto,http://www.makersphere.org,23 May 2012,planned,2456070.5,
Simon's Room,Simon's Room,Germany,North Rhine-Westphalia,Mönchengladbach,http://simonsroom.neocities.org,23 May 2012,active,2456070.5,
OptiPwney,OptiPwney,France,Aquitaine,Pau,,24 May 2012,building,2456071.5,
High Wycombe Hackspace,High Wycombe Hackspace,United Kingdom,Buckinghamshire,High Wycombe,,24 May 2012,planned,2456071.5,
HackGyver,HackGyver,France,Franche-Comté,Belfort,http://www.hackgyver.fr,24 May 2012,active,2456071.5,
Ankara HackerSpace,Ankara HackerSpace,Turkey,Ankara,Ankara,http://www.ankarahs.org,25 May 2012,planned,2456072.5,
HackerSchool @ IST,HackerSchool @ IST,Portugal,,Lisbon,http://hackerschool.io,25 May 2012,active,2456072.5,
LBKhackerspace,LBKhackerspace,United States of America,Texas,Lubbock,,28 May 2012,planned,2456075.5,
GeekspaceGwinnett,GeekspaceGwinnett,United States of America,Georgia,Lawrenceville,http://www.geekspacegwinnett.org,1 June 2012,active,2456079.5,
Mkmis,Mkmis,United Kingdom,Buckinghamshire,Milton Keynes,http://meninshedsmk.org.uk,1 June 2012,active,2456079.5,
OmegaSpace,OmegaSpace,United Kingdom,Wales,Bangor,,1 June 2012,active,2456079.5,
CrashBang Labs,CrashBang Labs,Canada,Saskatchewan,Regina,http://crashbanglabs.org/,1 June 2012,active,2456079.5,
3HACK.PL,3HACK.PL,Poland,,Tricity,http://www.3hack.pl,1 June 2012,active,2456079.5,
505 Labs,505 Labs,United States of America,New Mexico,Los Alamos,,1 June 2012,active,2456079.5,
Swindon Makerspace,Swindon Makerspace,United Kingdom,Wiltshire,Swindon,http://www.swindon-makerspace.org//,1 June 2012,active,2456079.5,
Mid-Michigan Makers,Mid-Michigan Makers,United States of America,Michigan,Saginaw,http://midmichiganmakers.com/,4 June 2012,planned,2456082.5,
River City Makers,River City Makers,United States of America,Wisconsin,Waterford,http://rivercitymakers.weebly.com/,11 June 2012,planned,2456089.5,
South side hackerspace: chicago,South side hackerspace: chicago,United States of America,Illinois,Chicago,http://www.sshchicago.org,12 June 2012,active,2456090.5,
Open Labs,Open Labs,Albania,,Tirana,http://www.openlabs.cc,15 June 2012,active,2456093.5,
"Circle City Creative Center ""C4""","Circle City Creative Center ""C4""",United States of America,Alabama,Dothan,http://www.indiegogo.com/c4Dothan?a=794214,16 June 2012,planned,2456094.5,
Makerspace Albany,Makerspace Albany,United States of America,Georgia,Albany,http://makerspacealbany.com,18 June 2012,building,2456096.5,
Caboolture,Caboolture,Australia,Queensland,Caboolture,,19 June 2012,active,2456097.5,
Open Shed,Open Shed,United Kingdom,Cornwall,Penzance,http://openshed.org,19 June 2012,closed,2456097.5,
HACKHEIM,HACKHEIM,Norway,Sør Trøndelag,Trondheim,http://www.hackheim.com,23 June 2012,,2456101.5,
Dark age advanced hacker,Dark age advanced hacker,Rwanda,Gasabo,Kigali,,26 June 2012,building,2456104.5,
Red Wing Makers Club,Red Wing Makers Club,United States of America,Minnesota,Red Wing,,28 June 2012,planned,2456106.5,
IF3M,IF3M,Germany,Hessen,Frankfurt am Main,http://if3m.com,1 July 2012,closed,2456109.5,
Fill in the Blank,Fill in the Blank,Hong Kong,Hong Kong,Hong Kong,http://www.fillintheblank.hk,1 July 2012,active,2456109.5,
Baltimore's Under Ground Science Space (BUGSS),Baltimore's Under Ground Science Space (BUGSS),United States of America,Maryland,Baltimore,http://www.bugssonline.org/,1 July 2012,active,2456109.5,
Lower Bucks Hackerspace,Lower Bucks Hackerspace,United States of America,Pennsylvania,Bensalem,http://hackerspace.lowerbucks.org,1 July 2012,planned,2456109.5,
FifeLakeActivityCenter,FifeLakeActivityCenter,United States of America,Michigan,Fife Lake,https://www.facebook.com/FifeLakeActivityCenterMakerspaceCollective,1 July 2012,active,2456109.5,
Robo Club,Robo Club,Pakistan,Khyber pakhtunkhwa,Topi,,1 July 2012,active,2456109.5,
Hackerspace Gouda,Hackerspace Gouda,Netherlands,Zuid-Holland,Gouda,http://hackerspacegouda.nl/,2 July 2012,planned,2456110.5,
JOATlabs,JOATlabs,United States of America,Oregon,Medford,http://joatlabs.com,4 July 2012,,2456112.5,
Kern Hackers,Kern Hackers,United States of America,California,Bakersfield,http://www.kernhackers.org,12 July 2012,closed,2456120.5,
Sub-Etha,Sub-Etha,Germany,North Rhine-Westphalia,Dortmund,https://subetha.perseus.uberspace.de/,14 July 2012,planned,2456122.5,
Quixotic Lab,Quixotic Lab,Belgium,West Flanders,Bruges,http://www.qyat.be,15 July 2012,active,2456123.5,
Infinity,Infinity,India,Himachal Pradesh,Dharamsala,,16 July 2012,active,2456124.5,
Norwich,Norwich,United Kingdom,Norfolk,Norwich,http://makerspacenorwich.com/,18 July 2012,planned,2456126.5,
Headstart Hackerspace,Headstart Hackerspace,India,Delhi,New Delhi,,21 July 2012,planned,2456129.5,
OzBerryPi,OzBerryPi,Australia,New South Wales,Sydney,http://www.ozberrypi.org/,21 July 2012,active,2456129.5,
ChristSpace 9,ChristSpace 9,,,Stuttgart,,23 July 2012,building,2456131.5,
Bilbao Makers,Bilbao Makers,Spain,Bizkaia,Bilbao,http://www.bilbaomakers.org,26 July 2012,active,2456134.5,
Fresno Ideaworks,Fresno Ideaworks,United States of America,California,Fresno,http://fresnoideaworks.org,26 July 2012,active,2456134.5,
Hacker fun,Hacker fun,Brazil,,Recife,,30 July 2012,building,2456138.5,
Founders,Founders,United States of America,Indiana,Fort Wayne,http://atfounders.com,30 July 2012,active,2456138.5,
Public Lab NYC,Public Lab NYC,United States of America,New York,Brooklyn,http://publiclaboratory.org,1 August 2012,active,2456140.5,
Aalto Fablab,Aalto Fablab,Finland,,Helsinki,http://fablab.aalto.fi/site/,1 August 2012,active,2456140.5,
Optimacy Corp Hackerspace Colorado Springs,Optimacy Corp Hackerspace Colorado Springs,United States of America,Colorado,Colorado Springs,http://optimacy.com,1 August 2012,building,2456140.5,
"Gulfport, MS","Gulfport, MS",United States of America,Mississippi,Gulfport,,1 August 2012,building,2456140.5,
SoftwareSpace,SoftwareSpace,Mexico,Colima,Colima,http://www.softwarespace.org,1 August 2012,active,2456140.5,
Moqueca Hacker Clube,Moqueca Hacker Clube,Brazil,ES,Vitoria,,1 August 2012,building,2456140.5,
HackCville,HackCville,United States of America,Virginia,Charlottesville,http://www.hackcville.com/,1 August 2012,active,2456140.5,
Subvert America,Subvert America,United States of America,New Mexico,Albuquerque,,2 August 2012,active,2456141.5,
Biznet Techspace,Biznet Techspace,Indonesia,West Java,Bogor,http://www.biznettechspace.com/En/,3 August 2012,active,2456142.5,
Localhost,Localhost,Belgium,Antwerp,Turnhout,http://www.127001.be,4 August 2012,building,2456143.5,
Http://wiki.hatchunc.org/,Http://wiki.hatchunc.org/,United States of America,North Carolina,Chapel Hill,,4 August 2012,building,2456143.5,
"Prospective hacker/makerspace: Fairfield, Iowa","Prospective hacker/makerspace: Fairfield, Iowa",United States of America,Iowa,Fairfield,,6 August 2012,planned,2456145.5,
Halifax Maker Space,Halifax Maker Space,Canada,Nova Scotia,Halifax,http://halifaxmakerspace.org/,6 August 2012,active,2456145.5,
ThinkAsylum,ThinkAsylum,Canada,Ontario,Napanee,,7 August 2012,planned,2456146.5,
Embassy of Nerdistan,Embassy of Nerdistan,Germany,Bremen,Bremen,http://embassy.ccchb.de/,7 August 2012,active,2456146.5,
Hackerspace Kyiv,Hackerspace Kyiv,Ukraine,Kiev,Kiev,http://www.hacklab.kiev.ua,10 August 2012,active,2456149.5,
The Gambia,The Gambia,The Gambia,KMC,Senegambia,,12 August 2012,building,2456151.5,
10bitworks,10bitworks,United States of America,Texas,San Antonio,http://10bitworks.com,15 August 2012,active,2456154.5,
Hackers-Lab,Hackers-Lab,France,Corsica,Sartène,http://www.hackers.camp,18 August 2012,active,2456157.5,
HacMan,HacMan,United Kingdom,Manchester,Manchester,http://hacman.org.uk,20 August 2012,active,2456159.5,
OBHackers,OBHackers,United States of America,Mississippi,Olive Branch,,21 August 2012,planned,2456160.5,
Davis Makerspace,Davis Makerspace,United States of America,California,Davis,http://davismakerspace.org,22 August 2012,active,2456161.5,
Mecanicat Hacktaller,Mecanicat Hacktaller,Peru,Lima,Lima,,22 August 2012,active,2456161.5,
TriCities TN Hackerspace,TriCities TN Hackerspace,United States of America,Tennessee,Kingsport,http://www.mountain-lab.org,25 August 2012,building,2456164.5,
GRMakers,GRMakers,United States of America,Michigan,Grand Rapids,http://www.grmakers.com,25 August 2012,active,2456164.5,
Innovatrix Labs,Innovatrix Labs,United States of America,Pennsylvania,Hazleton,http://www.innovatrixlabs.com,30 August 2012,building,2456169.5,
NMSU Hackerspace,NMSU Hackerspace,United States of America,New Mexico,Las Cruces,,30 August 2012,active,2456169.5,
The Rabbit Hole,The Rabbit Hole,United States of America,Minnesota,Rochester,http://tymkrs.com/rabbithole,1 September 2012,active,2456171.5,
Ideas Squared,Ideas Squared,United States of America,Arizona,Tempe,http://ideas-squared.biz,1 September 2012,active,2456171.5,
Triple Cities Makerspace,Triple Cities Makerspace,United States of America,New York,Binghamton,http://www.tcmakerspace.com,1 September 2012,active,2456171.5,
Chicon Collective,Chicon Collective,United States of America,Texas,Austin,http://chicon.co,1 September 2012,active,2456171.5,
TinkerMaker at Connect Ventura,TinkerMaker at Connect Ventura,United States of America,California,Ventura,http://connectventura.com/2012/12/19/tinkermaker-at-connect-ventura/,1 September 2012,active,2456171.5,
Coshack,Coshack,United States of America,Colorado,,http://CosHack.co,1 September 2012,active,2456171.5,
East Bay Boat Hackers,East Bay Boat Hackers,United State of America,California,Oakland,,1 September 2012,planned,2456171.5,
Make McPherson,Make McPherson,United States of America,Kansas,McPherson,,1 September 2012,planned,2456171.5,
LABOR Luzern,LABOR Luzern,Switzerland,,Lucerne,http://www.laborluzern.org,1 September 2012,active,2456171.5,
Mars MakerLab,Mars MakerLab,France,Provence-Alpes-Côte d'Azur,Marseille,http://www.marsmakerlab.org,3 September 2012,building,2456173.5,
Greenbelt MakerSpace,Greenbelt MakerSpace,United States of America,Maryland,Greenbelt,http://make125.org/,8 September 2012,active,2456178.5,
LabOS,LabOS,Croatia,,Osijek,http://hacklabos.org,10 September 2012,active,2456180.5,
Lamba Labs,Lamba Labs,Lebanon,Beirut,Beirut,http://lambalabs.org,11 September 2012,active,2456181.5,
Club Hacker JP,Club Hacker JP,Brazil,Paraíba,João Pessoa,,14 September 2012,active,2456184.5,
Dead Programmers Society,Dead Programmers Society,United States of America,New Mexico,Las Cruces,,14 September 2012,active,2456184.5,
MAKE RIGA,MAKE RIGA,LATVIA,RIGA,RIGA,http://makeriga.org,18 September 2012,active,2456188.5,
AFRA,AFRA,Germany,Berlin,Berlin,https://afra-berlin.de/,21 September 2012,active,2456191.5,
Hackerspace.LV,Hackerspace.LV,Latvia,,Riga,http://hackerspace.lv,21 September 2012,active,2456191.5,
Crunchlab,Crunchlab,Italy,Veneto,San Donà,http://crunchlab.org,29 September 2012,active,2456199.5,
Maine Makerspace,Maine Makerspace,United States of America,Maine,Waterville,http://www.MaineMakerspace.com,1 October 2012,building,2456201.5,
Experimentalcollege,Experimentalcollege,United States of America,North Carolina,Asheville,http://www.experimentalcollege.org,1 October 2012,building,2456201.5,
The Hax0r Dojo,The Hax0r Dojo,Canada,Ontario,Toronto,http://www.hax0rdojo.com,1 October 2012,building,2456201.5,
MakePlace,MakePlace,New Zealand,Hawkes Bay,Napier,http://www.makeplace.co.nz,1 October 2012,active,2456201.5,
7elektron,7elektron,Brazil,Minas Gerais,Belo Horizonte,http://www.7elektron.com.br,1 October 2012,planned,2456201.5,
Ithaca Generator,Ithaca Generator,United States of America,New York,Ithaca,http://ithacagenerator.org,1 October 2012,active,2456201.5,
The Hacking Crew,The Hacking Crew,Brazil,Piaui,Teresina,,2 October 2012,planned,2456202.5,
Semarang,Semarang,Indonesia,Central Java,Semarang,,3 October 2012,active,2456203.5,
Mobile MakerSpace,Mobile MakerSpace,United States of America,Alabama,Mobile,http://makerspacemobile.org/,6 October 2012,active,2456206.5,
Jeanne D'Hack,Jeanne D'Hack,France,Upper Normandy,Rouen,http://www.jeannedhack.org/,8 October 2012,active,2456208.5,
Shadow Script,Shadow Script,Philippines,Surigao del Norte,Surigao City,,12 October 2012,active,2456212.5,
Greenville Makers,Greenville Makers,United States of America,South Carolina,Greenville,http://www.greenvillemakers.com,15 October 2012,closed,2456215.5,
